date,open,high,low,close,adjusted_close,volume,SMA_5,SMA_10,SMA_20,EMA_12,EMA_26,MACD,MACD_signal,MACD_histogram,BB_middle,BB_upper,BB_lower,BB_width,BB_position,RSI,price_change,price_change_5d,price_change_10d,volume_sma_10,volume_ratio,volatility_10d,volatility_20d,Day_of_Week,Month,Quarter,Symbol,Company_Name,Sector,Market_Cap_Category,Sentiment_Score,Sentiment_Category,Confidence_Score,Primary_Market_Factor,News_Volume,Social_Media_Mentions,Analyst_Coverage,Price_Change_Percent,Volume_Change_Percent,Market_Volatility_Index,Sector_Performance,Market_Phase,Year,Market_Volatility,sentiment_momentum,sentiment_sma_5,sentiment_volatility,day_of_week,month,quarter,year,is_month_end,is_quarter_end,close_lag_1,sentiment_lag_1,close_lag_2,sentiment_lag_2,close_lag_3,sentiment_lag_3,close_lag_5,sentiment_lag_5,close_future_1,return_future_1,close_future_2,return_future_2,close_future_3,return_future_3,close_future_5,return_future_5,symbol
2021-02-15,2869.25,2915.45,2858.0,2885.95,2790.6932,163974.0,2881.62,2907.555,2976.6150000000002,2922.7065456134687,2951.8042262600793,-29.09768064661057,-12.178664138435023,-16.919016508175545,2976.6150000000002,3138.8322101324716,2814.397789867529,324.4344202649427,0.22054444800905923,24.62391132224859,0.005820336324823483,-0.005513534002998033,-0.019718070652174013,129380.1,1.2673819234951897,0.010551674894157403,0.012689781555955256,Monday,February,Q1,ALKEM.NSE,Alkem Laboratories Limited,Pharmaceuticals,Mid Cap,0.843,Positive,0.698,Lockdown Measures,12.0,26.0,9,1.22,8.26,23.92,0.9,bull_run,,,0.123,0.7325999999999999,0.11113335332933107,0,2,1,2021,0,0,2869.25,0.72,2891.1,0.788,2886.3,0.685,2901.95,0.795,2876.2,-0.003378436909856397,2816.3,-0.024134167258614836,2841.0,-0.015575460420312104,2758.4,-0.044196884907915845,ALKEM.NSE
2021-02-16,2895.0,2918.1,2861.0,2876.2,2781.265,87480.0,2881.7599999999998,2904.9,2968.0474999999997,2915.551692442166,2946.203912211544,-30.652219769378007,-15.873375264623622,-14.778844504754385,2968.0474999999997,3132.5735288957794,2803.52147110422,329.0520577915595,0.22087243393511508,27.83175658399385,-0.003378436909856397,0.00024343592418696325,-0.009146499009559994,120932.2,0.7233805388473872,0.009701478563706803,0.012200453219289743,Tuesday,February,Q1,ALKEM.NSE,Alkem Laboratories Limited,Pharmaceuticals,Mid Cap,0.758,Positive,0.469,Sector Rotation,11.0,35.0,2,1.4,-10.38,20.58,1.08,bull_run,,,-0.08499999999999996,0.7588,0.10781651079496,1,2,1,2021,0,0,2885.95,0.843,2869.25,0.72,2891.1,0.788,2875.5,0.627,2816.3,-0.020826089979834372,2841.0,-0.012238370071622207,2875.5,-0.00024337667756058057,2724.7,-0.05267366664348794,ALKEM.NSE
2021-02-17,2880.0,2889.0,2786.95,2816.3,2723.3421,120723.0,2867.7599999999998,2892.3599999999997,2956.2200000000003,2900.2822012972174,2936.5813986172957,-36.29919732007829,-19.95853967571456,-16.34065764436373,2956.2200000000003,3128.8863420711027,2783.553657928898,345.3326841422049,0.09482549313987823,23.76336898395718,-0.020826089979834372,-0.024252503204795106,-0.04262841214263846,121144.1,0.9965239743413009,0.010129568785318626,0.012786114906290951,Wednesday,February,Q1,ALKEM.NSE,Alkem Laboratories Limited,Pharmaceuticals,Mid Cap,0.39,Positive,0.427,Regulatory Changes,13.0,20.0,7,3.23,11.94,17.25,1.64,bull_run,,,-0.368,0.6998,0.12915623613799346,2,2,1,2021,0,0,2876.2,0.758,2885.95,0.843,2869.25,0.72,2886.3,0.685,2841.0,0.00877037247452317,2875.5,0.02102048787416111,2758.4,-0.02055888932287042,2761.8,-0.019351631573340855,ALKEM.NSE
2021-02-18,2828.9,2851.9,2805.2,2841.0,2747.2268,35431.0,2857.7400000000002,2878.75,2944.1075,2891.1618626361073,2929.5012939405565,-38.339431304449135,-23.63471800146148,-14.704713302987656,2944.1075,3113.2039759662807,2775.0110240337194,338.1929519325613,0.1951222684837009,30.6427155021579,0.00877037247452317,-0.01732904430839466,-0.04571562930368478,120350.1,0.29439942301668215,0.009582650732030443,0.012720735208962117,Thursday,February,Q1,ALKEM.NSE,Alkem Laboratories Limited,Pharmaceuticals,Mid Cap,0.541,Positive,0.596,Regulatory Changes,9.0,23.0,6,0.18,-18.86,18.27,-1.97,bull_run,,,0.15100000000000002,0.6504,0.13753561155004276,3,2,1,2021,0,0,2816.3,0.39,2876.2,0.758,2885.95,0.843,2891.1,0.788,2875.5,0.012143611404435095,2758.4,-0.029074269623372007,2724.7,-0.04093629003871879,2733.5,-0.037838789158746944,ALKEM.NSE
2021-02-19,2860.0,2892.0,2842.75,2875.5,2780.5881,100531.0,2858.9900000000002,2871.9049999999997,2934.105,2888.7523453074755,2925.501197530507,-36.74885222303146,-26.25754484577548,-10.491307377255982,2934.105,3093.873611962505,2774.336388037495,319.53722392501004,0.3165941379845197,41.441779110444756,0.012143611404435095,0.002178269582643555,-0.023251074236994462,108705.4,0.9248022637329885,0.010599521650079742,0.0132234770200224,Friday,February,Q1,ALKEM.NSE,Alkem Laboratories Limited,Pharmaceuticals,Mid Cap,0.702,Positive,0.629,Economic Stimulus,11.0,36.0,3,2.06,-11.58,20.42,4.03,bull_run,,,0.16099999999999992,0.6468,0.13566334967279942,4,2,1,2021,0,0,2841.0,0.541,2816.3,0.39,2876.2,0.758,2869.25,0.72,2758.4,-0.040723352460441675,2724.7,-0.0524430533820206,2761.8,-0.03954094940010422,2722.05,-0.05336463223787158,ALKEM.NSE
2021-02-22,2868.5,2879.9,2725.0,2758.4,2667.3532,72608.0,2833.48,2857.55,2920.2799999999997,2868.6981383370944,2913.123329434813,-44.42519109771865,-29.891074096164118,-14.534117001554534,2920.2799999999997,3090.813865752306,2749.7461342476936,341.0677315046123,0.02537286571828468,34.83877743934458,-0.040723352460441675,-0.044196884907915845,-0.04946673788314748,99986.4,0.7261787603114024,0.01589675252613398,0.01553958803247762,Monday,February,Q1,ALKEM.NSE,Alkem Laboratories Limited,Pharmaceuticals,Mid Cap,1.0,Positive,0.921,COVID-19 Impact,7.0,37.0,11,4.01,3.07,19.4,3.92,bull_run,,,0.29800000000000004,0.6782,0.16620081561505914,0,2,1,2021,0,0,2875.5,0.702,2841.0,0.541,2816.3,0.39,2885.95,0.843,2724.7,-0.01221722737819031,2761.8,0.001232598607888713,2733.5,-0.009026972157772706,2827.3,0.024978248259860836,ALKEM.NSE
2021-02-23,2844.5,2844.5,2711.95,2724.7,2634.7656,100733.0,2803.1800000000003,2842.47,2901.0,2846.5445785929255,2899.166044089977,-52.621465497051304,-34.43715237634156,-18.184313120709746,2901.0,3068.2364320670913,2733.7635679329087,334.4728641341826,-0.02709806655428045,26.954120645709395,-0.01221722737819031,-0.05267366664348794,-0.0524430533820206,91469.3,1.1012766031881736,0.016017004820385636,0.013967647948253387,Tuesday,February,Q1,ALKEM.NSE,Alkem Laboratories Limited,Pharmaceuticals,Mid Cap,0.844,Positive,0.798,Merger & Acquisition,9.0,37.0,3,1.54,-15.31,17.74,2.68,bull_run,,,-0.15600000000000003,0.6954,0.1689703787321572,1,2,1,2021,0,0,2758.4,1.0,2875.5,0.702,2841.0,0.541,2876.2,0.758,2761.8,0.013616177927845419,2733.5,0.0032297133629390906,2722.05,-0.0009725841377030697,2914.65,0.06971409696480357,ALKEM.NSE
2021-02-24,2757.0,2779.0,2710.05,2761.8,2670.641,40520.0,2792.2799999999997,2830.02,2886.6099999999997,2833.506951117091,2888.9907804287254,-55.48382931163451,-38.64648776340015,-16.837341548234356,2886.6099999999997,3049.47988865835,2723.7401113416495,325.7397773167004,0.11684139091599792,27.21693121693123,0.013616177927845419,-0.019351631573340855,-0.043134809271385466,83154.0,0.4872886451643938,0.01691187015614226,0.014303733592592172,Wednesday,February,Q1,ALKEM.NSE,Alkem Laboratories Limited,Pharmaceuticals,Mid Cap,0.595,Positive,0.463,Global Markets,12.0,29.0,12,1.39,-15.15,11.01,0.18,bull_run,,,-0.249,0.7363999999999999,0.1737900713184981,2,2,1,2021,0,0,2724.7,0.844,2758.4,1.0,2875.5,0.702,2816.3,0.39,2733.5,-0.010246940401187676,2722.05,-0.014392787312622168,2827.3,0.023716416829603792,2842.1,0.029075240784995238,ALKEM.NSE
2021-02-25,2782.3,2788.5,2720.05,2733.5,2643.2751,135048.0,2770.7799999999997,2814.26,2870.695,2818.1212663298456,2877.4729436507023,-59.35167732085665,-42.787525674891455,-16.564151645965197,2870.695,3027.700225860074,2713.689774139926,314.010451720148,0.06308779135074487,27.49919811825083,-0.010246940401187676,-0.037838789158746944,-0.05451212341323364,90758.8,1.487987941665161,0.016867015836676144,0.01428930333929073,Thursday,February,Q1,ALKEM.NSE,Alkem Laboratories Limited,Pharmaceuticals,Mid Cap,0.743,Positive,0.69,Earnings Report,12.0,35.0,10,4.1,9.93,21.49,2.06,bull_run,,,0.14800000000000002,0.7767999999999999,0.17235570454408713,3,2,1,2021,0,0,2761.8,0.595,2724.7,0.844,2758.4,1.0,2841.0,0.541,2722.05,-0.0041887689775013115,2827.3,0.03431498079385409,2914.65,0.06627034936894094,2829.65,0.03517468447045924,ALKEM.NSE
2021-02-26,2714.0,2825.0,2710.0,2722.05,2632.203,125250.0,2740.09,2799.54,2856.45,2803.3410715098694,2865.9601319078815,-62.61906039801215,-46.7538326195156,-15.865227778496553,2856.45,3013.1005027122624,2699.7994972877373,313.3010054245251,0.07101957008440916,29.421185083504938,-0.0041887689775013115,-0.05336463223787158,-0.05130260521042074,98229.8,1.275071312371602,0.016854100434008732,0.014121479201400522,Friday,February,Q1,ALKEM.NSE,Alkem Laboratories Limited,Pharmaceuticals,Mid Cap,0.725,Positive,0.586,Regulatory Changes,9.0,33.0,3,1.44,22.46,18.97,2.44,bull_run,,,-0.018000000000000016,0.7814,0.17238358390519606,4,2,1,2021,0,0,2733.5,0.743,2761.8,0.595,2724.7,0.844,2875.5,0.702,2827.3,0.038665711504197287,2914.65,0.07075549677632664,2842.1,0.04410279017652119,2783.35,0.02251979206847765,ALKEM.NSE
2021-03-01,2743.1,2855.0,2722.1,2827.3,2733.979,75867.0,2753.87,2793.675,2850.6150000000002,2807.027060508351,2863.096418179409,-56.06935767105779,-48.616937629824044,-7.452420041233744,2850.6150000000002,3002.144625729389,2699.0853742706113,303.0592514587779,0.42306784931404295,45.32855204496997,0.038665711504197287,0.024978248259860836,-0.020322597411597476,89419.1,0.8484428941915093,0.02172136986669855,0.016620299367521144,Monday,March,Q1,ALKEM.NSE,Alkem Laboratories Limited,Pharmaceuticals,Mid Cap,0.573,Positive,0.691,Inflation Concerns,12.0,26.0,5,-0.16,31.2,18.34,-0.12,bull_run,,,-0.15200000000000002,0.696,0.17109091150613406,0,3,1,2021,0,0,2722.05,0.725,2733.5,0.743,2761.8,0.595,2758.4,1.0,2914.65,0.03089520036784199,2842.1,0.005234676192834131,2829.65,0.0008311816927810689,2785.65,-0.014731369150779883,ALKEM.NSE
2021-03-02,2831.0,2961.0,2821.05,2914.65,2818.4459,189764.0,2791.8599999999997,2797.52,2851.21,2823.5844358147588,2866.915202331364,-43.33076651660531,-47.5597034071803,4.2289368905749924,2851.21,3003.6920424284854,2698.7279575715147,304.96408485697066,0.7080244958344969,52.3926069710524,0.03089520036784199,0.06971409696480357,0.013368333217439687,99647.5,1.9043528437743045,0.024032423239163377,0.017881870262801188,Tuesday,March,Q1,ALKEM.NSE,Alkem Laboratories Limited,Pharmaceuticals,Mid Cap,0.741,Positive,0.909,Management Commentary,7.0,27.0,5,2.79,1.37,27.32,1.04,bull_run,,,0.16800000000000004,0.6754,0.17039118391382624,1,3,1,2021,0,0,2827.3,0.573,2722.05,0.725,2733.5,0.743,2724.7,0.844,2842.1,-0.024891496406086566,2829.65,-0.029163021289005497,2783.35,-0.045048290532310964,2772.4,-0.04880517386307104,ALKEM.NSE
2021-03-03,2932.0,2942.0,2835.0,2842.1,2748.2905,224139.0,2807.92,2800.1,2846.23,2826.4329841509493,2865.0770390560306,-38.64405490508125,-45.776573706760495,7.132518801679247,2846.23,2992.6538382950575,2699.8061617049425,292.84767659011504,0.4858971051159109,46.28900333232354,-0.024891496406086566,0.029075240784995238,0.009160955864076836,109989.1,2.0378292030755776,0.0244838788625215,0.018451821532478263,Wednesday,March,Q1,ALKEM.NSE,Alkem Laboratories Limited,Pharmaceuticals,Mid Cap,0.617,Positive,0.588,COVID-19 Impact,7.0,31.0,7,2.6,-13.34,19.34,1.8,bull_run,,,-0.124,0.6798,0.13886960310545446,2,3,1,2021,0,0,2914.65,0.741,2827.3,0.573,2722.05,0.725,2761.8,0.595,2829.65,-0.0043805636677104465,2783.35,-0.020671334576545464,2785.65,-0.019862073818655124,2739.75,-0.03601210372611796,ALKEM.NSE
2021-03-04,2844.85,2858.7,2805.15,2829.65,2736.2515,115653.0,2827.15,2798.965,2838.8575,2826.9279096661876,2862.452813756133,-35.52490408994527,-43.72623978339745,8.201335693452187,2838.8575,2971.7607741864485,2705.9542258135516,265.80654837289694,0.46536014610489246,46.957590657652126,-0.0043805636677104465,0.03517468447045924,-0.003995072157690904,118011.3,0.9800163204710057,0.024384001064442457,0.018178421628322786,Thursday,March,Q1,ALKEM.NSE,Alkem Laboratories Limited,Pharmaceuticals,Mid Cap,0.588,Positive,0.616,Interest Rate Policy,11.0,21.0,5,0.34,14.14,16.34,-0.03,bull_run,,,-0.029000000000000026,0.6487999999999999,0.1332681507337735,3,3,1,2021,0,0,2842.1,0.617,2914.65,0.741,2827.3,0.573,2733.5,0.743,2783.35,-0.016362447652536583,2785.65,-0.015549626278868356,2772.4,-0.020232184192391256,,,ALKEM.NSE
2021-03-05,2818.25,2845.9,2777.0,2783.35,2691.4797,116162.0,2839.41,2789.75,2830.8275000000003,2820.223615871389,2856.5933456887683,-36.369729817379266,-42.25493779019382,5.885207972814555,2830.8275000000003,2956.1881270556837,2705.466872944317,250.72125411136676,0.31063631733865055,42.46031746031747,-0.016362447652536583,0.02251979206847765,-0.03204660059120157,119574.4,0.9714621189819895,0.02445551340515369,0.01834772280175411,Friday,March,Q1,ALKEM.NSE,Alkem Laboratories Limited,Pharmaceuticals,Mid Cap,0.831,Positive,0.805,Global Markets,12.0,29.0,6,1.21,-20.37,19.15,0.16,bull_run,,,0.243,0.6699999999999999,0.13825664540990337,4,3,1,2021,0,0,2829.65,0.588,2842.1,0.617,2914.65,0.741,2722.05,0.725,2785.65,0.0008263423572314466,2772.4,-0.003934108178992868,2739.75,-0.015664576858821166,2773.5,-0.003538900964664804,ALKEM.NSE
2021-03-08,2794.2,2803.95,2768.1,2785.65,2693.7038,36017.0,2831.0800000000004,2792.475,2825.0125,2814.9045980450214,2851.3382827281653,-36.43368468314384,-41.09068716878383,4.6570024856399925,2825.0125,2947.232254088602,2702.7927459113976,244.43950817720452,0.3389683390646319,43.27215989300842,0.0008263423572314466,-0.014731369150779883,0.009878915313225045,115915.3,0.3107182572102216,0.020548639318935663,0.018153765461711185,Monday,March,Q1,ALKEM.NSE,Alkem Laboratories Limited,Pharmaceuticals,Mid Cap,0.769,Positive,0.583,Merger & Acquisition,9.0,29.0,7,2.78,1.04,18.47,1.68,bull_run,,,-0.061999999999999944,0.7091999999999999,0.10183450626711191,0,3,1,2021,0,0,2783.35,0.831,2829.65,0.588,2842.1,0.617,2827.3,0.573,2772.4,-0.004756520022256905,2739.75,-0.016477303322384396,,,2685.9,-0.035808518658122845,ALKEM.NSE
2021-03-09,2791.3,2808.5,2750.2,2772.4,2680.8911,93079.0,2802.63,2797.245,2819.8575,2808.3654291150183,2845.491002199492,-37.12557308447367,-40.2976643519218,3.172091267448131,2819.8575,2941.80790525603,2697.90709474397,243.90081051206016,0.30542295082839277,46.49528979722177,-0.004756520022256905,-0.04880517386307104,0.017506514478658364,115149.9,0.8083289694563348,0.02013988555671963,0.01808847805760517,Tuesday,March,Q1,ALKEM.NSE,Alkem Laboratories Limited,Pharmaceuticals,Mid Cap,0.681,Positive,0.591,Inflation Concerns,13.0,33.0,6,0.53,14.21,20.59,0.52,bull_run,,,-0.08799999999999997,0.6971999999999999,0.08891200393897472,1,3,1,2021,0,0,2785.65,0.769,2783.35,0.831,2829.65,0.588,2914.65,0.741,2739.75,-0.011776799884576583,,,2773.5,0.0003967681431249481,2657.5,-0.04144423604097536,ALKEM.NSE
2021-03-10,2772.0,2798.65,2732.0,2739.75,2649.3188,184661.0,2782.1600000000003,2795.04,2812.53,2797.8092092511697,2837.658334964829,-39.849125713659305,-40.20795662426931,0.3588309106100027,2812.53,2935.279459855193,2689.780540144807,245.49891971038596,0.20354248366608513,42.01813165155697,-0.011776799884576583,-0.03601210372611796,-0.00798392352813393,129564.0,1.4252492976444073,0.020101790888602502,0.018176552324501685,Wednesday,March,Q1,ALKEM.NSE,Alkem Laboratories Limited,Pharmaceuticals,Mid Cap,0.773,Positive,0.773,Vaccine Rollout,8.0,29.0,4,3.09,16.2,14.78,1.59,bull_run,,,0.09199999999999997,0.7283999999999999,0.08638473373358287,2,3,1,2021,0,0,2772.4,0.681,2785.65,0.769,2783.35,0.831,2842.1,0.617,,,2773.5,0.012318642211880615,2685.9,-0.019655078018067318,2631.6,-0.03947440459895979,ALKEM.NSE
2021-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thursday,March,Q1,ALKEM.NSE,Alkem Laboratories Limited,Pharmaceuticals,Mid Cap,0.939,Positive,0.738,Management Commentary,9.0,33.0,2,2.28,-18.31,11.79,1.81,bull_run,,,0.16599999999999993,0.7986000000000001,0.11400979490084652,3,3,1,2021,0,0,2739.75,0.773,2772.4,0.681,2785.65,0.769,2829.65,0.588,2773.5,,2685.9,,2657.5,,2629.55,,ALKEM.NSE
2021-03-12,2761.0,2786.5,2730.0,2773.5,2681.9548,148218.0,2770.9300000000003,2799.04,2806.65,2794.069330904836,2832.905865480604,-38.83653457576793,-39.933672214569036,1.097137638801108,2806.65,2924.730169020011,2688.569830979989,236.160338040022,0.35962926596767414,41.94948697711129,0.012318642211880615,-0.019843443535419558,0.014633254069873702,130881.0,1.1324638411992574,0.020167689746471436,0.018457307870104345,Friday,March,Q1,ALKEM.NSE,Alkem Laboratories Limited,Pharmaceuticals,Mid Cap,0.751,Positive,0.85,Global Markets,11.0,28.0,1,0.96,-37.27,16.01,1.13,bull_run,,,-0.18799999999999994,0.7826000000000001,0.11433872679212498,4,3,1,2021,0,0,,0.939,2739.75,0.773,2772.4,0.681,2783.35,0.831,2685.9,-0.031584640346133064,2657.5,-0.04182440959076983,2631.6,-0.05116279069767449,2624.85,-0.053596538669551164,ALKEM.NSE
2021-03-15,2798.0,2798.0,2673.95,2685.9,2597.2462,136075.0,2751.44,2795.425,2797.4824999999996,2777.4278953810153,2822.0165416288623,-44.58864624784701,-40.86466702122463,-3.723979226622376,2797.4824999999996,2923.3143354622325,2671.6506645377667,251.6636709244658,0.05662054999789844,43.99834437086094,-0.031584640346133064,-0.0350117663966083,-0.013280432027332423,131963.5,1.031156342473487,0.022742990113822907,0.019591184081649532,Monday,March,Q1,ALKEM.NSE,Alkem Laboratories Limited,Pharmaceuticals,Mid Cap,0.609,Positive,0.639,Corporate Governance,10.0,19.0,3,0.88,-53.1,17.84,2.28,bull_run,,,-0.14200000000000002,0.7506,0.1094373996604643,0,3,1,2021,0,0,2773.5,0.751,,0.939,2739.75,0.773,2785.65,0.769,2657.5,-0.010573736922446897,2631.6,-0.020216687143974177,2629.55,-0.020979932238728183,2620.55,-0.024330764362038737,ALKEM.NSE
2021-03-16,2686.0,2702.3,2645.95,2657.5,2569.7836,86396.0,2725.81,2778.445,2786.06,2758.977449937782,2809.830130637541,-50.852680699759276,-42.86226975693157,-7.990410942827708,2786.06,2919.333737295225,2652.786262704775,266.5474745904503,0.017684419267028694,44.38784032069486,-0.010573736922446897,-0.046003625724696295,-0.0600572984826514,133016.4,0.6495138945272914,0.018014566063764198,0.01954060213956678,Tuesday,March,Q1,ALKEM.NSE,Alkem Laboratories Limited,Pharmaceuticals,Mid Cap,0.465,Positive,0.724,Global Markets,11.0,25.0,3,0.18,-12.66,15.36,2.86,bull_run,,,-0.14399999999999996,0.7074,0.1375257955601211,1,3,1,2021,0,0,2685.9,0.609,2773.5,0.751,,0.939,2772.4,0.681,2631.6,-0.00974600188146757,2629.55,-0.010517403574788253,2624.85,-0.012285983066792183,2597.5,-0.022577610536218207,ALKEM.NSE
2021-03-17,2665.0,2675.0,2626.0,2631.6,2544.7385,57460.0,2697.65,2750.14,2773.8300000000004,2739.380919178123,2796.627898236614,-57.24697905849098,-45.739211617243456,-11.507767441247523,2773.8300000000004,2916.8133902757313,2630.8466097242695,285.96678055146185,0.0026345377399347087,38.9191489361702,-0.00974600188146757,-0.05078632232001157,-0.09711286089238846,119786.0,0.4796887783213397,0.012498899787270371,0.01958290968571755,Wednesday,March,Q1,ALKEM.NSE,Alkem Laboratories Limited,Pharmaceuticals,Mid Cap,0.72,Positive,0.645,FII/DII Activity,10.0,27.0,9,1.33,8.39,21.62,0.87,bull_run,,,0.25499999999999995,0.6968,0.1342453806364375,2,3,1,2021,0,0,2657.5,0.465,2685.9,0.609,2773.5,0.751,2739.75,0.773,2629.55,-0.000778993768049796,2624.85,-0.002564979480164209,2620.55,-0.004198966408268667,2574.8,-0.021583827329381244,ALKEM.NSE
2021-03-18,2628.0,2651.6,2609.15,2629.55,2542.7562,85292.0,2675.6099999999997,2728.885,2764.4925,2722.483854689181,2784.2517571908943,-61.76790250171325,-48.94494979413742,-12.82295270757583,2764.4925,2919.669428816262,2609.3155711837376,310.3538576325245,0.06519792913359321,40.73942093541204,-0.000778993768049796,-0.04022264805182951,-0.0747862496041658,105901.3,0.8053914352326175,0.01162183292589621,0.019199206044785914,Thursday,March,Q1,ALKEM.NSE,Alkem Laboratories Limited,Pharmaceuticals,Mid Cap,0.825,Positive,0.99,Technical Factors,13.0,32.0,7,0.31,-27.71,14.29,0.8,bull_run,,,0.10499999999999998,0.6739999999999999,0.13067691286357852,3,3,1,2021,0,0,2631.6,0.72,2657.5,0.465,2685.9,0.609,,0.939,2624.85,-0.0017873780684909413,2620.55,-0.0034226388545568476,2597.5,-0.012188397254283112,2640.35,0.004107166625468173,ALKEM.NSE
2021-03-19,2608.0,2635.0,2584.4,2624.85,2538.2113,143667.0,2645.88,2708.4049999999997,2753.685,2707.463261660076,2772.4442192363954,-64.98095757631927,-52.1521513505738,-12.828806225745467,2753.685,2916.3535461136917,2591.016453886308,325.33709222738344,0.10399535411733767,41.23534715960322,-0.0017873780684909413,-0.053596538669551164,-0.07237644231618756,108702.7,1.3216507041683418,0.011732078015695131,0.018995382253674926,Friday,March,Q1,ALKEM.NSE,Alkem Laboratories Limited,Pharmaceuticals,Mid Cap,0.954,Positive,0.75,Earnings Report,16.0,39.0,7,2.6,-4.63,15.01,1.22,bull_run,,,0.129,0.7145999999999999,0.1455260190557755,4,3,1,2021,0,0,2629.55,0.825,2631.6,0.72,2657.5,0.465,2773.5,0.751,2620.55,-0.001638188848886446,2597.5,-0.010419643027220538,2574.8,-0.019067756252738155,2650.05,0.009600548602777481,ALKEM.NSE
2021-03-22,2634.2,2659.3,2606.2,2620.55,2534.0532,120147.0,2632.81,2692.125,2740.9375,2694.091990635449,2761.1927952497376,-67.10080461428879,-55.14188200331681,-11.958922610971982,2740.9375,2903.370368319598,2578.504631680402,324.86573663919626,0.12942383137897645,27.20758461029655,-0.001638188848886446,-0.024330764362038737,-0.05849066772055245,109101.2,1.101243616018889,0.0114047743214261,0.018633960906878726,Monday,March,Q1,ALKEM.NSE,Alkem Laboratories Limited,Pharmaceuticals,Mid Cap,0.824,Positive,0.634,Corporate Governance,11.0,31.0,6,3.53,27.0,23.49,3.03,bull_run,,,-0.13,0.7575999999999999,0.14740982177438267,0,3,1,2021,0,0,2624.85,0.954,2629.55,0.825,2631.6,0.72,2685.9,0.609,2597.5,-0.00879586346377681,2574.8,-0.017458167178645678,2640.35,0.007555665795348165,,,ALKEM.NSE
2021-03-23,2642.0,2650.0,2585.0,2597.5,2511.7641,98033.0,2620.81,2673.31,2732.8925,2679.231684383841,2749.067402670229,-69.83571828638787,-58.08064925993103,-11.755069026456844,2732.8925,2907.188685527622,2558.596314472378,348.59237105524426,0.11160222872880032,9.26140012845218,-0.00879586346377681,-0.022577610536218207,-0.06754258431604832,115302.8,0.8502221975528781,0.011173115442876832,0.01662351604580195,Tuesday,March,Q1,ALKEM.NSE,Alkem Laboratories Limited,Pharmaceuticals,Mid Cap,0.629,Positive,0.66,Management Commentary,11.0,24.0,4,0.07,-0.14,17.31,1.16,bull_run,,,-0.19499999999999995,0.7904,0.1511448532589396,1,3,1,2021,0,0,2620.55,0.824,2624.85,0.954,2629.55,0.825,2657.5,0.465,2574.8,-0.008739172281039376,2640.35,0.01649663137632329,2650.05,0.02023099133782491,2739.65,0.05472569778633307,ALKEM.NSE
2021-03-24,2610.0,2641.75,2540.05,2574.8,2489.8133,120095.0,2609.45,2653.55,2725.3975,2663.165271401712,2736.1587058421815,-72.99343444046963,-61.06320629603875,-11.930228144430878,2725.3975,2913.5204342603993,2537.274565739601,376.24586852079847,0.09973646862337576,10.621685327047786,-0.008739172281039376,-0.021583827329381244,-0.07127398643774341,118004.4,1.017716288545173,0.011158720079985798,0.016538563108230764,Wednesday,March,Q1,ALKEM.NSE,Alkem Laboratories Limited,Pharmaceuticals,Mid Cap,0.494,Positive,0.423,FII/DII Activity,10.0,23.0,3,-1.06,28.57,16.03,-0.36,bull_run,,,-0.135,0.7452,0.1706888006480402,2,3,1,2021,0,0,2597.5,0.629,2620.55,0.824,2624.85,0.954,2631.6,0.72,2640.35,0.0254582880223706,2650.05,0.029225570918129495,,,2769.8,0.07573403759515296,ALKEM.NSE
2021-03-25,2575.0,2662.95,2575.0,2640.35,2553.1997,476707.0,2611.61,2643.61,2719.325,2659.6552296476025,2729.061764498684,-69.40653485108169,-62.73187200704734,-6.674662844034344,2719.325,2910.3191098568373,2528.3308901431624,381.9882197136749,0.29325278654091264,25.885350318471325,0.0254582880223706,0.004107166625468173,-0.03628068254402772,147209.0,3.238300647378897,0.015040066534826892,0.017345602765603003,Thursday,March,Q1,ALKEM.NSE,Alkem Laboratories Limited,Pharmaceuticals,Mid Cap,0.478,Positive,0.607,Interest Rate Policy,11.0,29.0,5,0.53,-32.74,18.01,1.68,bull_run,,,-0.016000000000000014,0.6758,0.16749291858994395,3,3,1,2021,0,0,2574.8,0.494,2597.5,0.629,2620.55,0.824,2629.55,0.825,2650.05,0.0036737553733408035,,,2739.65,0.037608650368322394,2775.45,0.05116745885962093,ALKEM.NSE
2021-03-26,2685.5,2685.5,2627.5,2650.05,2562.5795,89771.0,2616.65,2631.2650000000003,2715.1525,2658.17750200951,2723.2090410726723,-65.0315390631622,-63.19180541827031,-1.8397336448918864,2715.1525,2908.4746812497565,2521.830318750244,386.6443624995127,0.3316217529226693,31.27282944647378,0.0036737553733408035,0.009600548602777481,-0.044510546241211424,141364.3,0.6350330316777292,0.01425206896657475,0.017280836806554997,Friday,March,Q1,ALKEM.NSE,Alkem Laboratories Limited,Pharmaceuticals,Mid Cap,0.565,Positive,0.593,Inflation Concerns,7.0,28.0,5,0.86,0.6,15.64,-0.42,bull_run,,,0.08699999999999997,0.598,0.16842805915616008,4,3,1,2021,0,0,2640.35,0.478,2574.8,0.494,2597.5,0.629,2624.85,0.954,,,2739.65,0.03381068281730526,2769.8,0.04518782664478027,,,ALKEM.NSE
